name,time,x,y,z,T
Mercury,0.0,-0.17814971759430845,0.2479466365791702,0.03660615762554282,87.9694659451776
Mercury,0.1762915149201956,-0.18298501009774915,0.24438954663914483,0.0367593901624125,87.9694659451776
Mercury,0.3525830298403912,-0.18776243251366043,0.24075516696214364,0.03690099731715616,87.9694659451776
Mercury,0.5288745447605868,-0.19248049137159526,0.23704466917787362,0.03703093772077555,87.9694659451776
Mercury,0.7051660596807824,-0.1971377246927027,0.2332592628894122,0.03714917599676332,87.9694659451776
Mercury,0.881457574600978,-0.20173270325582987,0.22940019452475316,0.03725568278349612,87.9694659451776
Mercury,1.0577490895211736,-0.20626403181025768,0.22546874613501672,0.037350434747372506,87.9694659451776
Mercury,1.2340406044413692,-0.21073035023236736,0.22146623414239208,0.03743341458669813,87.9694659451776
Mercury,1.4103321193615648,-0.2151303346237429,0.21739400804103623,0.037504611026352684,87.9694659451776
Mercury,1.5866236342817603,-0.21946269834843146,0.21325344905429713,0.03756401880330459,87.9694659451776
Mercury,1.762915149201956,-0.22372619300730612,0.20904596875174933,0.03761163864306965,87.9694659451776
Mercury,1.9392066641221515,-0.2279196093477117,0.20477300762964296,0.037647477227240954,87.9694659451776
Mercury,2.1154981790423473,-0.23204177810681062,0.2004360336584504,0.03767154715224568,87.9694659451776
Mercury,2.2917896939625426,-0.23609157078729065,0.19603654080127106,0.03768386687951295,87.9694659451776
Mercury,2.4680812088827384,-0.24006790036434117,0.19157604750690393,0.03768446067726399,87.9694659451776
Mercury,2.6443727238029338,-0.24396972192305402,0.18705609518143473,0.03767335855416096,87.9694659451776
Mercury,2.8206642387231295,-0.24779603322564994,0.1824782466421973,0.037650596185075096,87.9694659451776
Mercury,2.9969557536433253,-0.2515458752081803,0.17784408455797163,0.037616214829257345,87.9694659451776
Mercury,3.1732472685635207,-0.25521833240659403,0.17315520987925626,0.037570261241214924,87.9694659451776
Mercury,3.3495387834837165,-0.2588125333123006,0.16841324026242144,0.03751278757461676,87.9694659451776
Mercury,3.525830298403912,-0.2623276506575908,0.16361980849149246,0.03744385127956737,87.9694659451776
Mercury,3.7021218133241076,-0.2657629016315025,0.1587765609012452,0.037363514993603755,87.9694659451776
Mercury,3.878413328244303,-0.2691175480269402,0.1538851558052144,0.03727184642678371,87.9694659451776
Mercury,4.054704843164498,-0.2723908963200589,0.14894726193211213,0.03716891824124405,87.9694659451776
Mercury,4.2309963580846945,-0.27558229768312836,0.1439645568740501,0.03705480792561752,87.9694659451776
Mercury,4.40728787300489,-0.2786911479322764,0.13893872554983094,0.036929597664703565,87.9694659451776
Mercury,4.583579387925085,-0.28171688741168854,0.1338714586864422,0.03679337420479364,87.9694659451776
Mercury,4.7598709028452815,-0.2846590008160032,0.12876445132174513,0.03664622871505519,87.9694659451776
Mercury,4.936162417765477,-0.28751701695279325,0.12361940133119487,0.036488256645379614,87.9694659451776
Mercury,5.112453932685672,-0.29029050844716303,0.11843800798127203,0.036319557581099164,87.9694659451776
Mercury,5.2887454476058675,-0.2929790913906122,0.11322197051213871,0.03614023509497584,87.9694659451776
Mercury,5.465036962526064,-0.29558242493643005,0.10797298675186177,0.03595039659686114,87.9694659451776
Mercury,5.641328477446259,-0.2981002108439793,0.10269275176437226,0.03575015318142058,87.9694659451776
Mercury,5.817619992366454,-0.3005321929743138,0.0973829565331502,0.035539619474309773,87.9694659451776
Mercury,5.993911507286651,-0.3028781567396402,0.09204528668244832,0.03531891347718052,87.9694659451776
Mercury,6.170203022206846,-0.3051379285091938,0.08668142123768652,0.035088156411886236,87.9694659451776
Mercury,6.346494537127041,-0.307311374974139,0.08129303142646983,0.034847472564244995,87.9694659451776
Mercury,6.522786052047237,-0.3093984024741381,0.07588177952150597,0.034596989127706916,87.9694659451776
Mercury,6.699077566967433,-0.31139895628824543,0.07044931772652166,0.03433683604725984,87.9694659451776
Mercury,6.875369081887628,-0.31331301989279725,0.06499728710610662,0.03406714586389395,87.9694659451776
Mercury,7.051660596807824,-0.3151406141889557,0.05952731656024202,0.033788053559931516,87.9694659451776
Mercury,7.22795211172802,-0.3168817967025555,0.054041021844111074,0.03349969640551334,87.9694659451776
Mercury,7.404243626648215,-0.31853666075887277,0.048540004633626524,0.03320221380651809,87.9694659451776
Mercury,7.580535141568411,-0.3201053346349031,0.043025851636958566,0.03289574715417509,87.9694659451776
Mercury,7.756826656488606,-0.32158798069169164,0.037500133752199516,0.032580439676614975,87.9694659451776
Mercury,7.933118171408802,-0.32298479448920636,0.03196440527116381,0.03225643629258686,87.9694659451776
Mercury,8.109409686328997,-0.32429600388618707,0.026420203129183764,0.03192388346755395,87.9694659451776
Mercury,8.285701201249193,-0.32552186812734046,0.020869046200641173,0.03158292907236371,87.9694659451776
Mercury,8.461992716169389,-0.32666267692017503,0.01531243463985282,0.03123372224467218,87.9694659451776
Mercury,8.638284231089584,-0.3277187495036996,0.009751849266819925,0.030876413253286293,87.9694659451776
Mercury,8.81457574600978,-0.3286904337111255,0.004188750997245213,0.03051115336557206,87.9694659451776
Mercury,8.990867260929976,-0.3295781050286279,-0.0013754196838686175,0.030138094718061236,87.9694659451776
Mercury,9.16715877585017,-0.33038216565213735,-0.0069392432058181085,0.029757390190373576,87.9694659451776
Mercury,9.343450290770367,-0.33110304354403947,-0.01250132135385099,0.029369193282557365,87.9694659451776
Mercury,9.519741805690563,-0.33174119149157133,-0.018060277669798744,0.028973657995936576,87.9694659451776
Mercury,9.696033320610757,-0.33229708616860776,-0.02361475781268268,0.028570938717538814,87.9694659451776
